player_id,name,season,team,league,avg_pts,avg_elo,market_value_in_eur,position,height,birthdate,birthplace,nationality,player_profile_links
315779,christian pulisic,2020/21,chelsea-fc,IT1,5.9,80,50000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2020/21,chelsea-fc,IT1,5.9,80,50000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2023/24,milan,IT1,7.1,85,32000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2019/20,chelsea-fc,IT1,6.7,81,60000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2019/20,chelsea-fc,IT1,6.7,81,54000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2019/20,chelsea-fc,IT1,6.7,81,60000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2018/19,borussia-dortmund,IT1,6.4,83,50000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2018/19,borussia-dortmund,IT1,6.4,83,60000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2018/19,borussia-dortmund,IT1,6.4,83,60000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2017/18,borussia-dortmund,IT1,6.3,80,45000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2017/18,borussia-dortmund,IT1,6.3,80,45000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2017/18,borussia-dortmund,IT1,6.3,80,45000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2016/17,borussia-dortmund,IT1,6.1,71,12000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2016/17,borussia-dortmund,IT1,6.1,71,18000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2015/16,borussia-dortmund-sub19,IT1,6.5,48.5,500000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2015/16,borussia-dortmund-sub19,IT1,6.5,48.5,1000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2015/16,borussia-dortmund-sub19,IT1,6.5,48.5,5000000,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
315779,christian pulisic,2014/15,borussia-dortmund-sub-17,NA,7.3,36,NA,Right Winger,"1,77 m","Sep 18, 1998 (25)","Hershey, ...",United States,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779
578539,christopher richards,2021/22,tsg-1899-hoffenheim,GB1,5.7,67.5,7500000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2021/22,tsg-1899-hoffenheim,GB1,5.7,67.5,7500000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2023/24,crystal-palace-fc,GB1,5.9,69.5,8000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2023/24,crystal-palace-fc,GB1,5.9,69.5,10000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2017/18,fc-dallas,GB1,0,25,50000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2020/21,tsg-1899-hoffenheim,GB1,5.77,61,4000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2020/21,tsg-1899-hoffenheim,GB1,5.77,61,5000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2020/21,tsg-1899-hoffenheim,GB1,5.77,61,7500000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2019/20,bayern-munchen,GB1,5.85,59,1500000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2019/20,bayern-munchen,GB1,5.85,59,2000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2019/20,bayern-munchen,GB1,5.85,59,1800000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2019/20,bayern-munchen,GB1,5.85,59,2200000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2022/23,crystal-palace-fc,GB1,5.35,66,12000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2022/23,crystal-palace-fc,GB1,5.35,66,12000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2022/23,crystal-palace-fc,GB1,5.35,66,10000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2022/23,crystal-palace-fc,GB1,5.35,66,10000000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
578539,christopher richards,2018/19,bayern-munchen-sub-19,GB1,3.25,42.5,1500000,Centre-Back,"1,88 m","Mar 28, 2000 (24)","Birmingham, Alabama",United States,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
723561,drake callender,2019/20,inter-miami-cf,NA,0,25,NA,Goalkeeper,"1,91 m","Oct 7, 1997 (26)","Sacramento, ...",United States,https://www.transfermarkt.com/drake-callender/profil/spieler/723561
723561,drake callender,2022/23,inter-miami-cf,NA,6.8,74,NA,Goalkeeper,"1,91 m","Oct 7, 1997 (26)","Sacramento, ...",United States,https://www.transfermarkt.com/drake-callender/profil/spieler/723561
723561,drake callender,2023/24,inter-miami-cf,NA,6.8,76,NA,Goalkeeper,"1,91 m","Oct 7, 1997 (26)","Sacramento, ...",United States,https://www.transfermarkt.com/drake-callender/profil/spieler/723561
723561,drake callender,2018/19,california-golden-bears,NA,5,25,NA,Goalkeeper,"1,91 m","Oct 7, 1997 (26)","Sacramento, ...",United States,https://www.transfermarkt.com/drake-callender/profil/spieler/723561
723561,drake callender,2020/21,inter-miami-ii,NA,3.25,40,NA,Goalkeeper,"1,91 m","Oct 7, 1997 (26)","Sacramento, ...",United States,https://www.transfermarkt.com/drake-callender/profil/spieler/723561
723561,drake callender,2021/22,inter-miami-cf,NA,7,62,NA,Goalkeeper,"1,91 m","Oct 7, 1997 (26)","Sacramento, ...",United States,https://www.transfermarkt.com/drake-callender/profil/spieler/723561
242284,ethan horvath,2014/15,molde-fk,BE1,7.1,65,50000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2017/18,club-brugge,BE1,6.9,68,1000000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2017/18,club-brugge,BE1,6.9,68,1000000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2018/19,club-brugge,BE1,7.2,75,2000000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2018/19,club-brugge,BE1,7.2,75,2000000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2016/17,club-brugge,BE1,6,65,600000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2016/17,club-brugge,BE1,6,65,800000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2016/17,club-brugge,BE1,6,65,1000000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2021/22,nottingham-forest-fc,BE1,6.3,54,1000000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2021/22,nottingham-forest-fc,BE1,6.3,54,800000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2013/14,molde-fk,BE1,7,30,50000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2013/14,molde-fk,BE1,7,30,50000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2012/13,molde-fk,NA,0,25,NA,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2015/16,molde-fk,BE1,6.7,68,400000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2015/16,molde-fk,BE1,6.7,68,600000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2023/24,cardiff-city-fc,NA,3.25,71,NA,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2019/20,club-brugge,BE1,6.7,75,1800000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2019/20,club-brugge,BE1,6.7,75,1400000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2022/23,luton-town-fc,BE1,7.1,72,1000000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2022/23,luton-town-fc,BE1,7.1,72,1500000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2020/21,club-brugge,BE1,5.4,60,1200000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
242284,ethan horvath,2020/21,club-brugge,BE1,5.4,60,1200000,Goalkeeper,"1,95 m","Jun 9, 1995 (28)","Highlands Ranch, ...",United States,https://www.transfermarkt.com/ethan-horvath/profil/spieler/242284
503770,folarin balogun,2023/24,monaco,FR1,6.4,77,30000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2020/21,arsenal,FR1,6.37,54,4000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2016/17,arsenal-sub18,NA,5,25,NA,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2022/23,stade-reims,FR1,7.6,78,7000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2022/23,stade-reims,FR1,7.6,78,14000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2022/23,stade-reims,FR1,7.6,78,25000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2022/23,stade-reims,FR1,7.6,78,30000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2021/22,middlesbrough-fc,FR1,6.4,61.25,4000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2021/22,middlesbrough-fc,FR1,6.4,61.25,4000000,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2017/18,arsenal-sub23,NA,6.2,38,NA,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2019/20,arsenal,NA,4.2,50.67,NA,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
503770,folarin balogun,2018/19,arsenal-sub21,NA,5.7,41.67,NA,Centre-Forward,"1,78 m","Jul 3, 2001 (22)","New York City, New ...",United States,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770
504215,giovanni reyna,2019/20,borussia-dortmund-sub19,GB1,6.25,44,6000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2019/20,borussia-dortmund-sub19,GB1,6.25,44,15000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2019/20,borussia-dortmund-sub19,GB1,6.25,44,13500000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2019/20,borussia-dortmund-sub19,GB1,6.25,44,15000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2022/23,borussia-dortmund,GB1,5.6,67,35000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2022/23,borussia-dortmund,GB1,5.6,67,28000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2022/23,borussia-dortmund,GB1,5.6,67,25000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2023/24,nottingham-forest-fc,GB1,4.55,66.5,20000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2023/24,nottingham-forest-fc,GB1,4.55,66.5,20000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2020/21,borussia-dortmund,GB1,6.3,71,30000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2020/21,borussia-dortmund,GB1,6.3,71,38000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2020/21,borussia-dortmund,GB1,6.3,71,38000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2021/22,borussia-dortmund,GB1,5.6,73,42000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2021/22,borussia-dortmund,GB1,5.6,73,42000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
504215,giovanni reyna,2021/22,borussia-dortmund,GB1,5.6,73,35000000,Attacking Midfield,"1,85 m","Nov 13, 2002 (21)",Durham,United States,https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215
689505,johnny cardoso,2019/20,internacional,ES1,5.3,43,750000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2019/20,internacional,ES1,5.3,43,675000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2020/21,internacional,ES1,5.4,58,900000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2020/21,internacional,ES1,5.4,58,900000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2020/21,internacional,ES1,5.4,58,900000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2021/22,internacional,ES1,5.8,67,1800000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2021/22,internacional,ES1,5.8,67,1800000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2022/23,internacional,ES1,6.2,75,1800000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2022/23,internacional,ES1,6.2,75,2500000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2022/23,internacional,ES1,6.2,75,3500000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2022/23,internacional,ES1,6.2,75,5000000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
689505,johnny cardoso,2023/24,betis,ES1,6.3,78,6000000,Defensive Midfield,"1,86 m","Sep 20, 2001 (22)","Denville, New Jersey",United States,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
